49,  +0.00,+5.155930E-10,2
49,   +.32,-1.657000E-12,0
49,   +.64,-1.039000E-12,0
49,   +.95,-6.620000E-13,0
49,  +1.27,-4.110000E-13,0
49,  +1.59,-3.100000E-13,0
49,  +1.90,-2.460000E-13,0
49,  +2.22,-2.180000E-13,0
49,  +2.54,-1.020000E-13,0
49,  +2.85,-8.200000E-14,0
49,  +3.17,-9.100000E-14,0
49,  +3.49,-8.300000E-14,0
49,  +3.81,-8.800000E-14,0
49,  +4.12,-8.400000E-14,0
49,  +4.44,-4.900000E-14,0
49,  +4.76,-4.000000E-15,0
49,  +5.07,-2.800000E-14,0
49,  +5.39,-2.700000E-14,0
49,  +5.71,-3.100000E-14,0
49,  +6.02,-4.700000E-14,0
49,  +6.34,-2.600000E-14,0
49,  +6.66,-3.300000E-14,0
49,  +6.97,-2.700000E-14,0
49,  +7.29,-2.100000E-14,0
49,  +7.61,-1.900000E-14,0
49,  +7.92,-4.000000E-14,0
49,  +8.24,-1.000000E-15,0
49,  +8.56,-6.000000E-15,0
49,  +8.87,-3.000000E-15,0
49,  +9.19,-3.000000E-14,0
49,  +9.51,-4.900000E-14,0
49,  +9.82,+9.000000E-15,0
49, +10.14,-1.100000E-14,0
49, +10.46,-3.100000E-14,0
49, +10.77,-2.800000E-14,0
49, +11.09,-2.800000E-14,0
49, +11.41,+1.000000E-15,0
49, +11.72,-2.600000E-14,0
49, +12.04,+2.000000E-15,0
49, +12.36,+1.000000E-14,0
49, +12.67,-2.000000E-15,0
49, +12.99,-3.600000E-14,0
49, +13.31,-2.500000E-14,0
49, +13.62,-1.700000E-14,0
49, +13.94,-4.000000E-15,0
49, +14.26,-1.200000E-14,0
49, +14.57,-1.200000E-14,0
49, +14.89,-1.600000E-14,0
49, +15.21,-3.800000E-14,0
49, +15.52,+8.000000E-15,0
49, +15.84,+1.900000E-14,0
49, +16.16,-9.000000E-15,0
49, +16.47,-3.500000E-14,0
49, +16.79,-1.600000E-14,0
49, +17.11,-2.800000E-14,0
49, +17.42,+1.200000E-14,0
49, +17.74,-6.100000E-14,0
49, +18.06,-2.600000E-14,0
49, +18.37,-4.000000E-14,0
49, +18.69,-3.800000E-14,0
49, +19.01,-3.300000E-14,0
49, +19.32,-4.900000E-14,0
49, +19.64,-1.900000E-14,0
