//Copyright (C) 2010-2020 Primarius Technologies Co., Ltd.
// All rights reserved.

ObjInfo{DataType=NMOS,GroupNo=5,DrainPadNo=0,GatePadNo=5,SourcePadNo=0,SubstratePadNo=0}
ProbeInfo{}
Version{3.21}
ModelType{DC}
DataType{NMOS}
Delimiter{,}
WorkingMode{Forward}
Instance{W=4.,L=0.8,T=25.}
Parameter{Tox=0}
Node{D|0|0.000000,G|0|0.000000,S|0|0.000000,B|0|0.000000}
MeasurementSetup{bsim4nmos.set}
Input{Vgd,Vbs,Vds,Vgs}
Output{Ijd,Ijs,Ib,Is,Ig,Id}
{Id_Vg}
[Vgs,Id(Vbs=0.0),Id(Vbs=-0.3),Id(Vbs=-0.6),Id(Vbs=-0.9),Id(Vbs=-1.2),Vds=5.e-002,Ref_VS=0.0]
0.00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
0.02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
0.04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
0.06, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
0.08, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
0.10, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
0.12, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
0.14, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
0.16, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
0.18, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
0.20, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
0.22, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
